date;ili_cases;resp_admissions;otc_sales_index;flu_vaccine_campaign;holiday;day_of_week;month;year;trend
2014-01-11;2207;1576;9203;0;0;Saturday;1;2014;2,76899670538567
2014-01-12;2213;1571;9293;0;0;Sunday;1;2014;2,77123239453113
2014-01-13;2221;1974;9316;0;0;Monday;1;2014;2,76513820693214
2014-01-14;2249;1972;9438;0;0;Tuesday;1;2014;2,77147690009643
2014-01-15;2272;2036;9539;0;0;Wednesday;1;2014;2,79433029061375
2014-01-16;2262;2083;9802;0;0;Thursday;1;2014;2,82355192416626
2014-01-17;2310;2132;9823;0;0;Friday;1;2014;2,81778363514508
2014-01-18;2314;1716;9901;0;0;Saturday;1;2014;2,82764304624911
2014-01-19;2341;1757;10020;0;0;Sunday;1;2014;2,84652826363655
2014-01-20;2347;2202;10203;0;0;Monday;1;2014;2,84957169546371
2014-01-21;2385;2215;10249;0;0;Tuesday;1;2014;2,85238994748664
2014-01-22;2396;2244;10256;0;0;Wednesday;1;2014;2,85434216794118
2014-01-23;2401;2284;10463;0;0;Thursday;1;2014;2,86532049518229
2014-01-24;2436;2273;10459;0;0;Friday;1;2014;2,88429478929045
2014-01-25;2432;1875;10692;0;0;Saturday;1;2014;2,89617098690285
2014-01-26;2463;1880;10863;0;0;Sunday;1;2014;2,90437286704582
2014-01-27;2486;2396;11133;0;0;Monday;1;2014;2,90635416778805
2014-01-28;2551;2383;11228;0;0;Tuesday;1;2014;2,91633765464363
2014-01-29;2566;2424;11221;0;0;Wednesday;1;2014;2,91584228546446
2014-01-30;2569;2446;11360;0;0;Thursday;1;2014;2,91804972042809
2014-01-31;2602;2472;11544;0;0;Friday;1;2014;2,93401485485920
2014-02-01;2619;2011;11731;0;0;Saturday;2;2014;2,94343498574099
2014-02-02;2645;2005;11674;0;0;Sunday;2;2014;2,95084514868125
2014-02-03;2640;2546;11930;0;0;Monday;2;2014;2,95328907212770
2014-02-04;2697;2566;12086;0;0;Tuesday;2;2014;2,96759940114255
2014-02-05;2715;2668;12218;0;0;Wednesday;2;2014;2,98594852699630
2014-02-06;2730;2689;12189;0;0;Thursday;2;2014;2,98225580935755
2014-02-07;2722;2687;12357;0;0;Friday;2;2014;2,98781067890420
2014-02-08;2760;2178;12406;0;0;Saturday;2;2014;2,99330134803612
2014-02-09;2754;2187;12398;0;0;Sunday;2;2014;2,99251779075251
2014-02-10;2766;2761;12564;0;0;Monday;2;2014;2,98753040419255
2014-02-11;2798;2776;12700;0;0;Tuesday;2;2014;2,99250607639248
2014-02-12;2827;2833;12786;0;0;Wednesday;2;2014;3,00406119522061
2014-02-13;2840;2868;12884;0;0;Thursday;2;2014;3,02382961801038
2014-02-14;2837;2887;12779;0;0;Friday;2;2014;3,00973809012759
2014-02-15;2829;2281;12846;0;0;Saturday;2;2014;3,00771369539446
2014-02-16;2839;2324;12888;0;0;Sunday;2;2014;3,00959939321434
2014-02-17;2853;2890;12887;0;0;Monday;2;2014;2,99796782290767
2014-02-18;2861;2894;12981;0;0;Tuesday;2;2014;2,99546248848975
2014-02-19;2890;2925;12973;0;0;Wednesday;2;2014;2,99268897089793
2014-02-20;2894;2961;13138;0;0;Thursday;2;2014;2,99046327389934
2014-02-21;2923;2961;13170;0;0;Friday;2;2014;2,97357492790786
2014-02-22;2954;2369;13220;0;0;Saturday;2;2014;2,98070911341073
2014-02-23;2958;2360;13198;0;0;Sunday;2;2014;2,97938988404818
2014-02-24;2959;2974;13349;0;0;Monday;2;2014;2,99959479598650
2014-02-25;2965;3013;13555;0;0;Tuesday;2;2014;3,01255435548065
2014-02-26;2998;3000;13451;0;0;Wednesday;2;2014;3,00301905982933
2014-02-27;2986;3043;13711;0;0;Thursday;2;2014;3,00900301403938
2014-02-28;3037;3051;13731;0;0;Friday;2;2014;3,00806530419705
2014-03-01;3047;2467;13957;0;0;Saturday;3;2014;3,02194811588340
2014-03-02;3079;2506;13997;0;0;Sunday;3;2014;3,02747882003838
2014-03-03;3077;3132;13995;0;0;Monday;3;2014;3,02690858377994
2014-03-04;3088;3152;14181;0;0;Tuesday;3;2014;3,03629255414167
2014-03-05;3112;3170;14191;0;0;Wednesday;3;2014;3,04281863572809
2014-03-06;3121;3186;14444;0;0;Thursday;3;2014;3,04617245991059
2014-03-07;3149;3216;14527;0;0;Friday;3;2014;3,07137136612535
2014-03-08;3157;2612;14555;0;0;Saturday;3;2014;3,07107750726218
2014-03-09;3171;2621;14795;0;0;Sunday;3;2014;3,07136963753234
2014-03-10;3210;3307;14795;0;0;Monday;3;2014;3,06091026829217
2014-03-11;3220;3306;14699;0;0;Tuesday;3;2014;3,06550500105921
2014-03-12;3197;3328;14955;0;0;Wednesday;3;2014;3,07940856411392
2014-03-13;3231;3335;14845;0;0;Thursday;3;2014;3,06369468560463
2014-03-14;3224;3347;14903;0;0;Friday;3;2014;3,06619403440390
2014-03-15;3240;2697;15027;0;0;Saturday;3;2014;3,05937753013737
2014-03-16;3270;2717;15293;0;0;Sunday;3;2014;3,07879690278753
2014-03-17;3301;3447;15185;0;0;Monday;3;2014;3,09737585817632
2014-03-18;3274;3494;15286;0;0;Tuesday;3;2014;3,10572088664973
2014-03-19;3276;3527;15449;0;0;Wednesday;3;2014;3,12501426745373
2014-03-20;3299;3494;15462;0;0;Thursday;3;2014;3,12134108894494
2014-03-21;3299;3548;15567;0;0;Friday;3;2014;3,13584760619466
2014-03-22;3309;2831;15716;0;0;Saturday;3;2014;3,13499749110833
2014-03-23;3341;2859;15745;0;0;Sunday;3;2014;3,14320706633359
2014-03-24;3338;3597;15744;0;0;Monday;3;2014;3,14521310616694
2014-03-25;3336;3628;15822;0;0;Tuesday;3;2014;3,14742767533401
2014-03-26;3348;3624;15981;0;0;Wednesday;3;2014;3,15788882691730
2014-03-27;3370;3618;15968;0;0;Thursday;3;2014;3,14985061538085
2014-03-28;3379;3629;16095;0;0;Friday;3;2014;3,15234147073043
2014-03-29;3400;2924;16022;0;0;Saturday;3;2014;3,15905154446761
2014-03-30;3377;2925;16095;0;0;Sunday;3;2014;3,16001686968013
2014-03-31;3398;3701;16265;0;0;Monday;3;2014;3,16606346408849
2014-04-01;3413;3706;16321;0;0;Tuesday;4;2014;3,16787465622115
2014-04-02;3441;3723;16265;0;0;Wednesday;4;2014;3,18905809557998
2014-04-03;3401;3763;16407;0;0;Thursday;4;2014;3,20119998159487
2014-04-04;3419;3825;16657;0;0;Friday;4;2014;3,23585863529320
2014-04-05;3441;3049;16810;0;0;Saturday;4;2014;3,23290785924761
2014-04-06;3457;3092;16899;0;0;Sunday;4;2014;3,24605151839441
2014-04-07;3473;3869;16955;0;0;Monday;4;2014;3,27203182649571
2014-04-08;3458;3896;17042;0;0;Tuesday;4;2014;3,28004162704724
2014-04-09;3473;3928;16967;0;0;Wednesday;4;2014;3,27421087562885
2014-04-10;3448;3918;17000;0;0;Thursday;4;2014;3,26914765061081
2014-04-11;3471;3890;17030;0;0;Friday;4;2014;3,27379350496164
2014-04-12;3464;3157;17084;0;0;Saturday;4;2014;3,29188474857017
2014-04-13;3460;3176;17276;0;0;Sunday;4;2014;3,30438875343664
2014-04-14;3478;3968;17274;0;0;Monday;4;2014;3,28800507016052
2014-04-15;3512;3987;17172;0;0;Tuesday;4;2014;3,28600152907185
2014-04-16;3486;3980;17203;0;0;Wednesday;4;2014;3,29091096431892
2014-04-17;3490;3983;17231;0;0;Thursday;4;2014;3,28132962944647
2014-04-18;3495;3977;17256;0;0;Friday;4;2014;3,29327492591142
2014-04-19;3489;3171;17078;0;0;Saturday;4;2014;3,27366157115956
2014-04-20;3482;3194;17269;0;0;Sunday;4;2014;3,28009446879996
2014-04-21;3501;3977;17167;0;0;Monday;4;2014;3,28118224760869
2014-04-22;3485;3995;17166;0;0;Tuesday;4;2014;3,28127060675255
2014-04-23;3493;4026;17272;0;0;Wednesday;4;2014;3,28343413222803
2014-04-24;3510;4022;17365;0;0;Thursday;4;2014;3,29158208027511
2014-04-25;3514;4032;17306;0;0;Friday;4;2014;3,30054534605450
2014-04-26;3491;3230;17404;0;0;Saturday;4;2014;3,30328930894414
2014-04-27;3520;3212;17332;0;0;Sunday;4;2014;3,28903980464073
2014-04-28;3517;3992;17269;0;0;Monday;4;2014;3,27964751165751
2014-04-29;3517;3996;17191;0;0;Tuesday;4;2014;3,26995093391779
2014-04-30;3511;4007;17242;0;0;Wednesday;4;2014;3,28256956838671
2014-05-01;3497;4030;17175;0;0;Thursday;5;2014;3,28513341856799
2014-05-02;3486;4049;17166;0;0;Friday;5;2014;3,29283018464217
2014-05-03;3472;3225;16955;0;0;Saturday;5;2014;3,28224090943262
2014-05-04;3452;3194;17023;0;0;Sunday;5;2014;3,28188502936565
2014-05-05;3465;4064;17022;0;0;Monday;5;2014;3,29250954909739
2014-05-06;3438;4047;17062;0;0;Tuesday;5;2014;3,29572628786319
2014-05-07;3451;4064;17008;0;0;Wednesday;5;2014;3,29957492800116
2014-05-08;3431;4063;17085;0;0;Thursday;5;2014;3,30385431328010
2014-05-09;3450;4068;17222;0;0;Friday;5;2014;3,32096341134936
2014-05-10;3456;3244;17183;0;0;Saturday;5;2014;3,31981444234136
2014-05-11;3451;3243;17278;0;0;Sunday;5;2014;3,33157570692451
2014-05-12;3455;4033;17358;0;0;Monday;5;2014;3,34556170297989
2014-05-13;3452;4038;17138;0;0;Tuesday;5;2014;3,33866852394468
2014-05-14;3425;4009;17291;0;0;Wednesday;5;2014;3,34488111244287
2014-05-15;3441;4045;17318;0;0;Thursday;5;2014;3,34976889558156
2014-05-16;3442;4049;17271;0;0;Friday;5;2014;3,36506030277470
2014-05-17;3423;3271;17255;0;0;Saturday;5;2014;3,37920805145190
2014-05-18;3409;3270;17366;0;0;Sunday;5;2014;3,38418348878510
2014-05-19;3414;4093;17212;0;0;Monday;5;2014;3,39054358430924
2014-05-20;3390;4084;17244;0;0;Tuesday;5;2014;3,38834204885981
2014-05-21;3395;4084;17238;0;0;Wednesday;5;2014;3,39136080555929
2014-05-22;3396;4051;17183;0;0;Thursday;5;2014;3,38606871749881
2014-05-23;3382;4078;17096;0;0;Friday;5;2014;3,38139915854029
2014-05-24;3374;3249;16987;0;0;Saturday;5;2014;3,37419102765110
2014-05-25;3356;3254;16990;0;0;Sunday;5;2014;3,38755310469054
2014-05-26;3349;4064;17066;0;0;Monday;5;2014;3,40370282267550
2014-05-27;3334;4085;17186;0;0;Tuesday;5;2014;3,40457337414623
2014-05-28;3367;4022;17069;0;0;Wednesday;5;2014;3,39828360016616
2014-05-29;3352;4030;17164;0;0;Thursday;5;2014;3,40240428684839
2014-05-30;3362;4082;17189;0;0;Friday;5;2014;3,42982332378151
2014-05-31;3340;3269;17258;0;0;Saturday;5;2014;3,45523645548902
2014-06-01;3331;3245;17308;0;0;Sunday;6;2014;3,44303845212180
2014-06-02;3362;4033;17179;0;0;Monday;6;2014;3,44446938556058
2014-06-03;3325;4055;17204;0;0;Tuesday;6;2014;3,46480219048220
2014-06-04;3313;4048;17147;0;0;Wednesday;6;2014;3,46941974951610
2014-06-05;3302;4120;17373;0;0;Thursday;6;2014;3,49039388193937
2014-06-06;3309;4101;17030;0;0;Friday;6;2014;3,49205802800627
2014-06-07;3248;3297;17332;0;0;Saturday;6;2014;3,50310788724542
2014-06-08;3288;3283;17119;0;0;Sunday;6;2014;3,51035029963792
2014-06-09;3248;4133;17213;0;0;Monday;6;2014;3,54764099459272
2014-06-10;3233;4191;17191;0;0;Tuesday;6;2014;3,56184552026045
2014-06-11;3224;4144;17185;0;0;Wednesday;6;2014;3,55478012956829
2014-06-12;3226;4113;17052;0;0;Thursday;6;2014;3,55374131787666
2014-06-13;3201;4107;16921;0;0;Friday;6;2014;3,56244367072288
2014-06-14;3168;3283;16801;0;0;Saturday;6;2014;3,54843366425608
2014-06-15;3159;3214;16761;0;0;Sunday;6;2014;3,53538956480645
2014-06-16;3153;4061;16715;0;0;Monday;6;2014;3,52917133874290
2014-06-17;3153;4018;16709;0;0;Tuesday;6;2014;3,53069204267731
2014-06-18;3155;4006;16654;0;0;Wednesday;6;2014;3,54808106416363
2014-06-19;3131;4004;16788;0;0;Thursday;6;2014;3,55033908851510
2014-06-20;3145;4010;16786;0;0;Friday;6;2014;3,55696289567068
2014-06-21;3140;3185;16602;0;0;Saturday;6;2014;3,56131682657315
2014-06-22;3114;3170;16638;0;0;Sunday;6;2014;3,55926445560290
2014-06-23;3117;3951;16678;0;0;Monday;6;2014;3,57788642829041
2014-06-24;3111;3947;16443;0;0;Tuesday;6;2014;3,57192129640958
2014-06-25;3070;3932;16546;0;0;Wednesday;6;2014;3,57463696122411
2014-06-26;3085;3956;16385;0;0;Thursday;6;2014;3,57615868041801
2014-06-27;3057;3916;16461;0;0;Friday;6;2014;3,58647996661307
2014-06-28;3053;3190;16407;0;0;Saturday;6;2014;3,60755231223569
2014-06-29;3032;3178;16299;0;0;Sunday;6;2014;3,61769045749685
2014-06-30;3008;3964;16433;0;0;Monday;6;2014;3,63651418910258
2014-07-01;3020;3991;16533;0;0;Tuesday;7;2014;3,64914515958808
2014-07-02;3015;3980;16281;0;0;Wednesday;7;2014;3,64789931414174
2014-07-03;2978;3918;16245;0;0;Thursday;7;2014;3,65371475214603
2014-07-04;2970;3959;16305;0;0;Friday;7;2014;3,67247554325968
2014-07-05;2959;3140;16029;0;0;Saturday;7;2014;3,66186288539811
2014-07-06;2914;3133;15969;0;0;Sunday;7;2014;3,67011059200405
2014-07-07;2902;3894;15977;0;0;Monday;7;2014;3,67354268883453
2014-07-08;2895;3879;15881;0;0;Tuesday;7;2014;3,68732052744188
2014-07-09;2873;3891;15709;0;0;Wednesday;7;2014;3,69982219319368
2014-07-10;2831;3919;15636;0;0;Thursday;7;2014;3,70783272723211
2014-07-11;2807;3888;15553;0;0;Friday;7;2014;3,72776083840440
2014-07-12;2785;3093;15495;0;0;Saturday;7;2014;3,71750590040271
2014-07-13;2781;3099;15288;0;0;Sunday;7;2014;3,73161307598757
2014-07-14;2739;3782;15321;0;0;Monday;7;2014;3,72081775570899
2014-07-15;2746;3800;15323;0;0;Tuesday;7;2014;3,73169491828018
2014-07-16;2744;3792;15258;0;0;Wednesday;7;2014;3,73759134124018
2014-07-17;2720;3789;15363;0;0;Thursday;7;2014;3,75226395780968
2014-07-18;2727;3728;15344;0;0;Friday;7;2014;3,75805208133883
2014-07-19;2721;2939;15187;0;0;Saturday;7;2014;3,74736508297397
2014-07-20;2701;2899;15060;0;0;Sunday;7;2014;3,73228685113381
2014-07-21;2682;3637;14945;0;0;Monday;7;2014;3,74269658637620
2014-07-22;2665;3592;14760;0;0;Tuesday;7;2014;3,74696282039511
2014-07-23;2622;3592;14709;0;0;Wednesday;7;2014;3,74625263645953
2014-07-24;2625;3590;14696;0;0;Thursday;7;2014;3,74814195186100
2014-07-25;2609;3574;14566;0;0;Friday;7;2014;3,74642780118998
2014-07-26;2592;2865;14250;0;0;Saturday;7;2014;3,74985439666917
2014-07-27;2536;2854;14313;0;0;Sunday;7;2014;3,74554134595917
2014-07-28;2540;3522;14141;0;0;Monday;7;2014;3,73071125116447
2014-07-29;2528;3510;14012;0;0;Tuesday;7;2014;3,73351525312198
2014-07-30;2499;3518;14109;0;0;Wednesday;7;2014;3,74896801181660
2014-07-31;2506;3438;14101;0;0;Thursday;7;2014;3,77274130747960
2014-08-01;2494;3468;13951;0;0;Friday;8;2014;3,77776736943917
2014-08-02;2461;2767;13828;0;0;Saturday;8;2014;3,78196067009208
2014-08-03;2440;2755;13769;0;0;Sunday;8;2014;3,79659049290448
2014-08-04;2427;3378;13667;0;0;Monday;8;2014;3,80212620306994
2014-08-05;2400;3370;13501;0;0;Tuesday;8;2014;3,80277721898084
2014-08-06;2377;3351;13573;0;0;Wednesday;8;2014;3,79040424642742
2014-08-07;2388;3296;13343;0;0;Thursday;8;2014;3,78276729042960
2014-08-08;2350;3324;13363;0;0;Friday;8;2014;3,79183037555029
2014-08-09;2349;2640;13063;0;0;Saturday;8;2014;3,78223383587249
2014-08-10;2309;2618;13165;0;0;Sunday;8;2014;3,79771840957404
2014-08-11;2306;3244;13060;0;0;Monday;8;2014;3,78925410417954
2014-08-12;2300;3215;13056;0;0;Tuesday;8;2014;3,79231839859840
2014-08-13;2302;3202;12896;0;0;Wednesday;8;2014;3,79729503902726
2014-08-14;2266;3178;12853;0;0;Thursday;8;2014;3,80216674168859
2014-08-15;2250;3175;12898;0;0;Friday;8;2014;3,80868621490844
2014-08-16;2254;2508;12876;0;0;Saturday;8;2014;3,81967132622245
2014-08-17;2245;2513;12727;0;0;Sunday;8;2014;3,82340920184946
2014-08-18;2227;3089;12770;0;0;Monday;8;2014;3,82592384619100
2014-08-19;2217;3104;12662;0;0;Tuesday;8;2014;3,83252712014004
2014-08-20;2197;3099;12632;0;0;Wednesday;8;2014;3,83319070072407
2014-08-21;2199;3112;12662;0;0;Thursday;8;2014;3,85356482491507
2014-08-22;2187;3033;12471;0;0;Friday;8;2014;3,83686235914891
2014-08-23;2174;2426;12417;0;0;Saturday;8;2014;3,85213240534183
2014-08-24;2149;2430;12452;0;0;Sunday;8;2014;3,85464757600993
2014-08-25;2147;3056;12354;0;0;Monday;8;2014;3,86387077986825
2014-08-26;2129;3024;12220;0;0;Tuesday;8;2014;3,87874731280465
2014-08-27;2094;3030;12080;0;0;Wednesday;8;2014;3,89210299452500
2014-08-28;2080;2984;11962;0;0;Thursday;8;2014;3,89049777593454
2014-08-29;2050;3022;12136;0;0;Friday;8;2014;3,91113847086746
2014-08-30;2065;2395;12124;0;0;Saturday;8;2014;3,89990871151454
2014-08-31;2074;2383;12305;0;0;Sunday;8;2014;3,91354767524933
2014-09-01;2095;2947;12356;0;0;Monday;9;2014;3,91343164751497
2014-09-02;2105;2922;12136;0;0;Tuesday;9;2014;3,89925799726052
2014-09-03;2073;2891;11941;0;0;Wednesday;9;2014;3,88559985877432
2014-09-04;2049;2852;11882;0;0;Thursday;9;2014;3,89305164940871
2014-09-05;2035;2861;12030;0;0;Friday;9;2014;3,92028699242779
2014-09-06;2047;2259;11874;0;0;Saturday;9;2014;3,92802075306924
2014-09-07;2016;2283;11867;0;0;Sunday;9;2014;3,94432860101452
2014-09-08;2005;2864;11776;0;0;Monday;9;2014;3,95771529475512
2014-09-09;1988;2896;11752;0;0;Tuesday;9;2014;3,95616914197634
2014-09-10;1982;2917;11847;0;0;Wednesday;9;2014;3,97070875176114
2014-09-11;1987;2884;11657;0;0;Thursday;9;2014;3,97923826641603
2014-09-12;1955;2848;11725;0;0;Friday;9;2014;3,98630425934252
2014-09-13;1960;2273;11630;0;0;Saturday;9;2014;4,00131539168563
2014-09-14;1927;2299;11761;0;0;Sunday;9;2014;4,01378991160203
2014-09-15;1951;2813;11712;0;0;Monday;9;2014;4,01252416323480
2014-09-16;1952;2820;11775;0;0;Tuesday;9;2014;4,02147640009417
2014-09-17;1951;2791;11730;0;0;Wednesday;9;2014;4,01755472055371
2014-09-18;1943;2794;11771;0;0;Thursday;9;2014;4,02886290465463
2014-09-19;1956;2785;11824;0;0;Friday;9;2014;4,02953585282178
2014-09-20;1956;2214;11717;0;0;Saturday;9;2014;4,03905723926397
2014-09-21;1933;2230;12042;0;0;Sunday;9;2014;4,04773722971593
2014-09-22;1974;2718;11855;0;0;Monday;9;2014;4,05003335481931
2014-09-23;1945;2761;11748;0;0;Tuesday;9;2014;4,05968848099644
2014-09-24;1935;2794;11859;0;0;Wednesday;9;2014;4,07043204325271
2014-09-25;1942;2783;11854;0;0;Thursday;9;2014;4,07312504335114
2014-09-26;1941;2778;11895;0;0;Friday;9;2014;4,08984746843416
2014-09-27;1942;2258;11837;0;0;Saturday;9;2014;4,10877449550149
2014-09-28;1918;2241;11878;0;0;Sunday;9;2014;4,10715458294440
2014-09-29;1927;2786;11845;0;0;Monday;9;2014;4,10438089087715
2014-09-30;1930;2831;12064;0;0;Tuesday;9;2014;4,11451627666623
2014-10-01;1963;2812;11948;0;0;Wednesday;10;2014;4,11038315428582
2014-10-02;1938;2781;12122;0;0;Thursday;10;2014;4,11088891623332
2014-10-03;1956;2806;11945;0;0;Friday;10;2014;4,12391824322436
2014-10-04;1936;2253;12059;0;0;Saturday;10;2014;4,12318347471454
2014-10-05;1947;2233;11871;0;0;Sunday;10;2014;4,10890222303606
2014-10-06;1929;2767;11754;0;0;Monday;10;2014;4,12054613137428
2014-10-07;1906;2753;11599;0;0;Tuesday;10;2014;4,10952072913634
2014-10-08;1882;2768;11771;0;0;Wednesday;10;2014;4,10097472656180
2014-10-09;1907;2806;11643;0;0;Thursday;10;2014;4,07579539976762
2014-10-10;1905;2778;11761;0;0;Friday;10;2014;4,08910777798992
2014-10-11;1917;2239;11536;0;0;Saturday;10;2014;4,09661874887840
2014-10-12;1887;2219;11710;0;0;Sunday;10;2014;4,10624168353781
2014-10-13;1903;2807;11822;0;0;Monday;10;2014;4,11968960577004
2014-10-14;1908;2800;11736;0;0;Tuesday;10;2014;4,12426989052683
2014-10-15;1900;2751;11488;1;0;Wednesday;10;2014;4,11821413146983
2014-10-16;1862;2713;11505;1;0;Thursday;10;2014;4,12885188799313
2014-10-17;1861;2779;11391;1;0;Friday;10;2014;4,14688553555133
2014-10-18;1837;2213;11395;1;0;Saturday;10;2014;4,13688332617338
2014-10-19;1837;2219;11263;1;0;Sunday;10;2014;4,13581343382219
2014-10-20;1819;2728;11239;1;0;Monday;10;2014;4,13789098316563
2014-10-21;1809;2744;11086;1;0;Tuesday;10;2014;4,12999414973239
2014-10-22;1794;2771;11072;1;0;Wednesday;10;2014;4,14193520822014
2014-10-23;1786;2763;11040;1;0;Thursday;10;2014;4,14094338919117
2014-10-24;1779;2708;11053;1;0;Friday;10;2014;4,15851245563089
2014-10-25;1769;2158;11013;1;0;Saturday;10;2014;4,16404753576716
2014-10-26;1763;2150;11132;1;0;Sunday;10;2014;4,17632846094388
2014-10-27;1773;2701;11090;1;0;Monday;10;2014;4,19693944162598
2014-10-28;1763;2662;11025;1;0;Tuesday;10;2014;4,20459568916196
2014-10-29;1751;2688;11057;1;0;Wednesday;10;2014;4,22036295175403
2014-10-30;1754;2646;11025;1;0;Thursday;10;2014;4,22746993107082
2014-10-31;1736;2622;11239;1;0;Friday;10;2014;4,21735319581260
2014-11-01;1771;2092;11403;1;0;Saturday;11;2014;4,22257721841173
2014-11-02;1801;2092;11396;1;0;Sunday;11;2014;4,23475858047215
2014-11-03;1792;2611;11431;1;0;Monday;11;2014;4,24465315065058
2014-11-04;1798;2642;11376;1;0;Tuesday;11;2014;4,24791426719179
2014-11-05;1785;2621;11479;1;0;Wednesday;11;2014;4,24073727230511
2014-11-06;1800;2600;11586;1;0;Thursday;11;2014;4,25220125599220
2014-11-07;1817;2601;11631;1;0;Friday;11;2014;4,24803669570873
2014-11-08;1829;2050;11627;1;0;Saturday;11;2014;4,24051846128447
2014-11-09;1831;2109;11791;1;0;Sunday;11;2014;4,25146773846853
2014-11-10;1856;2667;11948;1;0;Monday;11;2014;4,24413963181663
2014-11-11;1881;2673;11927;1;0;Tuesday;11;2014;4,25158327596569
2014-11-12;1874;2673;12087;1;0;Wednesday;11;2014;4,25661099781912
2014-11-13;1890;2661;12153;1;0;Thursday;11;2014;4,24832890095887
2014-11-14;1910;2677;12218;1;0;Friday;11;2014;4,26512586507720
2014-11-15;1907;2163;12297;1;0;Saturday;11;2014;4,26419781508571
2014-11-16;1919;2191;12279;1;0;Sunday;11;2014;4,28119759824907
2014-11-17;1909;2749;12272;1;0;Monday;11;2014;4,28144726145295
2014-11-18;1911;2785;12183;1;0;Tuesday;11;2014;4,28069669049144
2014-11-19;1889;2817;12244;1;0;Wednesday;11;2014;4,28538443024536
2014-11-20;1903;2804;12318;1;0;Thursday;11;2014;4,28680386028557
2014-11-21;1909;2842;12521;1;0;Friday;11;2014;4,28823784950910
2014-11-22;1942;2291;12455;1;0;Saturday;11;2014;4,28446120567476
2014-11-23;1933;2288;12510;1;0;Sunday;11;2014;4,27733223442298
2014-11-24;1954;2896;12591;1;0;Monday;11;2014;4,28846510060985
2014-11-25;1961;2864;12690;1;0;Tuesday;11;2014;4,28540306719523
2014-11-26;1974;2872;17890;1;0;Wednesday;11;2014;4,27663849789614
2014-11-27;1993;2818;18236;1;1;Thursday;11;2014;4,27656001890450
2014-11-28;2030;2846;18083;1;1;Friday;11;2014;4,27355066403713
2014-11-29;2019;2274;18361;1;1;Saturday;11;2014;4,25662280718043
2014-11-30;2053;2306;13450;1;1;Sunday;11;2014;4,25871343568775
2014-12-01;2107;2889;13719;0;0;Monday;12;2014;4,26538517689936
2014-12-02;2147;2913;14198;0;0;Tuesday;12;2014;4,27333210046421
2014-12-03;2219;2943;14400;0;0;Wednesday;12;2014;4,28225951311842
2014-12-04;2244;2949;14718;0;0;Thursday;12;2014;4,27725107598841
2014-12-05;2289;2980;15120;0;0;Friday;12;2014;4,27899380479018
2014-12-06;2354;2427;15323;0;0;Saturday;12;2014;4,27391031673589
2014-12-07;2393;2406;15777;0;0;Sunday;12;2014;4,27255600191555
2014-12-08;2462;3073;16258;0;0;Monday;12;2014;4,26545759503568
2014-12-09;2535;3137;16350;0;0;Tuesday;12;2014;4,25929295702915
2014-12-10;2564;3216;16777;0;0;Wednesday;12;2014;4,27059176865491
2014-12-11;2615;3317;16973;0;0;Thursday;12;2014;4,27286655295312
2014-12-12;2647;3356;17132;0;0;Friday;12;2014;4,27527814126934
2014-12-13;2675;2747;17386;0;0;Saturday;12;2014;4,29757372306825
2014-12-14;2703;2839;17828;0;0;Sunday;12;2014;4,30198980141418
2014-12-15;2757;3603;18001;0;0;Monday;12;2014;4,30161916356809
2014-12-16;2796;3714;18322;0;0;Tuesday;12;2014;4,31409203052975
2014-12-17;2834;3834;18623;0;0;Wednesday;12;2014;4,31421945217585
2014-12-18;2878;3891;18751;0;0;Thursday;12;2014;4,33294852999064
2014-12-19;2889;3967;18949;0;0;Friday;12;2014;4,33417180638418
2014-12-20;2912;3212;19182;0;0;Saturday;12;2014;4,33301028024300
2014-12-21;2949;3248;19379;0;0;Sunday;12;2014;4,32632902973225
2014-12-22;2988;4100;19743;0;0;Monday;12;2014;4,33461543331816
